epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,3565.47,1.87142,2.01536,0.00907,0.5222,0.65196,0.58968,0.31215,1.66218,1.60115,0.00331,0.00098525,0.00098525,0.00098525
43,3642.56,1.80617,2.02071,0.00871,0.5715,0.61456,0.59677,0.31324,1.65159,1.39412,0.00336,0.0009605,0.0009605,0.0009605
44,3735.08,1.78379,1.94339,0.0088,0.59279,0.56373,0.609,0.3353,1.65886,1.35141,0.00331,0.00093575,0.00093575,0.00093575
45,3834.54,1.8101,1.74989,0.00875,0.62791,0.63235,0.603,0.32319,1.69403,1.30379,0.00326,0.000911,0.000911,0.000911
46,3909.9,1.73608,1.73919,0.00856,0.70593,0.53922,0.64023,0.36039,1.59676,1.29289,0.00317,0.00088625,0.00088625,0.00088625
47,3985.79,1.7149,1.80615,0.0087,0.61635,0.66176,0.63031,0.35645,1.51448,1.26791,0.00289,0.0008615,0.0008615,0.0008615
48,4061.81,1.70388,1.65864,0.00887,0.58735,0.65587,0.62231,0.33249,1.66486,1.4233,0.00327,0.00083675,0.00083675,0.00083675
49,4137.59,1.70269,1.69768,0.00906,0.57493,0.64977,0.63179,0.33718,1.60653,1.34964,0.00313,0.000812,0.000812,0.000812
50,4210.74,1.70161,1.68275,0.00832,0.6375,0.63235,0.63191,0.36293,1.60468,1.32735,0.00312,0.00078725,0.00078725,0.00078725
51,4285.61,1.71636,1.72597,0.00853,0.62874,0.65686,0.63358,0.35524,1.5738,1.39035,0.00312,0.0007625,0.0007625,0.0007625
52,4361.2,1.67176,1.63687,0.00863,0.65449,0.66176,0.66324,0.38836,1.50078,1.21655,0.003,0.00073775,0.00073775,0.00073775
53,4436.66,1.68399,1.60972,0.00877,0.63981,0.65196,0.63796,0.36007,1.56019,1.26041,0.00316,0.000713,0.000713,0.000713
54,4511.66,1.6056,1.52353,0.00816,0.68097,0.58333,0.62017,0.33443,1.60513,1.34659,0.00316,0.00068825,0.00068825,0.00068825
55,4586.9,1.6267,1.52241,0.0081,0.55276,0.64219,0.60752,0.35924,1.50772,1.72571,0.00298,0.0006635,0.0006635,0.0006635
56,4662.51,1.64024,1.56741,0.00765,0.63382,0.55392,0.62335,0.35731,1.57389,1.38062,0.00308,0.00063875,0.00063875,0.00063875
57,4738.55,1.6159,1.51323,0.0078,0.65117,0.67647,0.65866,0.36761,1.56668,1.23102,0.00307,0.000614,0.000614,0.000614
58,4813.37,1.62102,1.49464,0.00812,0.59195,0.66845,0.65404,0.38305,1.52157,1.34459,0.00301,0.00058925,0.00058925,0.00058925
59,4888.57,1.60822,1.53554,0.00848,0.63112,0.66255,0.64304,0.36762,1.56039,1.20533,0.0031,0.0005645,0.0005645,0.0005645
60,4964.06,1.58997,1.52238,0.00831,0.67796,0.62951,0.67467,0.38517,1.53641,1.12666,0.00302,0.00053975,0.00053975,0.00053975
61,5040.31,1.57522,1.49984,0.0086,0.70735,0.54412,0.63905,0.37144,1.55622,1.26451,0.00311,0.000515,0.000515,0.000515
62,5115.68,1.5987,1.41687,0.00801,0.62295,0.61765,0.65073,0.37455,1.53556,1.27323,0.00305,0.00049025,0.00049025,0.00049025
63,5191.55,1.55788,1.44836,0.00773,0.63065,0.61101,0.63361,0.36807,1.52545,1.28251,0.00304,0.0004655,0.0004655,0.0004655
64,5266.9,1.57538,1.41315,0.00716,0.61159,0.64066,0.62702,0.3594,1.55425,1.29046,0.00309,0.00044075,0.00044075,0.00044075
65,5342.6,1.53468,1.34383,0.00743,0.58507,0.67157,0.62616,0.3565,1.56925,1.32921,0.00308,0.000416,0.000416,0.000416
66,5418.49,1.51005,1.39762,0.00819,0.60003,0.64713,0.63094,0.35756,1.54065,1.26358,0.00298,0.00039125,0.00039125,0.00039125
67,5493.83,1.54513,1.39581,0.00736,0.63537,0.65772,0.64928,0.38288,1.53795,1.20093,0.00302,0.0003665,0.0003665,0.0003665
68,5569.4,1.49383,1.31422,0.00787,0.60207,0.65196,0.63854,0.38074,1.48266,1.27158,0.0029,0.00034175,0.00034175,0.00034175
69,5644.84,1.50939,1.31158,0.00777,0.68223,0.63235,0.66758,0.38004,1.50985,1.15521,0.00299,0.000317,0.000317,0.000317
70,5720.31,1.49783,1.30605,0.0073,0.59772,0.65551,0.64541,0.38042,1.51847,1.18635,0.00297,0.00029225,0.00029225,0.00029225
71,5790.65,1.4499,1.19758,0.00822,0.60707,0.64216,0.64189,0.36404,1.62224,1.31461,0.00313,0.0002675,0.0002675,0.0002675
72,5860.49,1.41854,1.14524,0.00747,0.6609,0.61275,0.66347,0.39264,1.54066,1.22661,0.00294,0.00024275,0.00024275,0.00024275
73,5929.74,1.38849,1.12785,0.00718,0.65203,0.60294,0.62135,0.36787,1.5298,1.36626,0.003,0.000218,0.000218,0.000218
74,5998.91,1.41445,1.13039,0.00784,0.61488,0.63235,0.61462,0.36597,1.5215,1.45431,0.003,0.00019325,0.00019325,0.00019325
75,6067.83,1.45524,1.13051,0.00728,0.63864,0.61765,0.61727,0.36664,1.54585,1.39061,0.003,0.0001685,0.0001685,0.0001685
76,6137.65,1.39256,1.10652,0.00838,0.6214,0.63562,0.62959,0.37506,1.54348,1.35534,0.00305,0.00014375,0.00014375,0.00014375
77,6206.62,1.39965,1.13739,0.00692,0.62584,0.61765,0.63133,0.37263,1.52095,1.34257,0.00296,0.000119,0.000119,0.000119
78,6275.91,1.35619,1.09189,0.00791,0.58315,0.66667,0.62488,0.37436,1.5133,1.33225,0.00293,9.425e-05,9.425e-05,9.425e-05
79,6344.96,1.37698,1.1116,0.00786,0.60163,0.64406,0.62684,0.37293,1.48736,1.30401,0.00293,6.95e-05,6.95e-05,6.95e-05
80,6414.23,1.3523,1.08756,0.00779,0.627,0.64216,0.63189,0.38091,1.48776,1.32603,0.00291,4.475e-05,4.475e-05,4.475e-05
