epoch,train_loss,val_loss,precision_0_5,recall_0_5,f1_0_5
1,0.34136365407562635,0.24816474318504333,0.9808027923211169,0.9168026101141925,0.9477234401349073
2,0.20749328454513452,0.23636777698993683,0.9872029250457038,0.8809135399673735,0.9310344827586207
3,0.18410301146268923,0.2125852406024933,0.9875886524822695,0.9086460032626428,0.9464740866610025
4,0.16958131623491263,0.24144123494625092,0.9868913857677902,0.8597063621533442,0.918918918918919
5,0.15663991726311227,0.19587330520153046,0.9790209790209791,0.9135399673735726,0.9451476793248945
6,0.14672623854456582,0.1952672153711319,0.9806678383128296,0.9102773246329527,0.9441624365482234
7,0.15737179071393387,0.22897066175937653,0.9850187265917603,0.8580750407830342,0.9171752397558849
8,0.14239926586053522,0.1934043914079666,0.9786476868327402,0.8972267536704731,0.9361702127659575
9,0.15624701760937476,0.2538149356842041,0.9884615384615385,0.8384991843393148,0.9073256840247131
10,0.13010927844699047,0.21490666270256042,0.9833641404805915,0.867862969004894,0.9220103986135182
11,0.1230972809769733,0.19372619688510895,0.9770318021201413,0.9021207177814029,0.9380831212892281
12,0.13257262398108313,0.23253069818019867,0.9868667917448405,0.8580750407830342,0.9179755671902269
13,0.12565928074179347,0.21764512360095978,0.987037037037037,0.8694942903752039,0.9245446660884649
14,0.12329734924055963,0.23048177361488342,0.9813084112149533,0.8564437194127243,0.9146341463414634
15,0.13141344980994646,0.2336699217557907,0.9814126394052045,0.8613376835236541,0.9174630755864466
16,0.11618241757349358,0.20493084192276,0.9785330948121646,0.8923327895595432,0.9334470989761092
17,0.11337398538712604,0.20711900293827057,0.9785330948121646,0.8923327895595432,0.9334470989761092
18,0.11578144643173814,0.24479921162128448,0.9829222011385199,0.8450244698205547,0.9087719298245615
19,0.11303603567269302,0.19147856533527374,0.9748743718592965,0.9494290375203915,0.9619834710743802
20,0.125401467040739,0.2675235867500305,0.9865642994241842,0.8384991843393148,0.9065255731922398
21,0.1168522101237772,0.23289959132671356,0.9850187265917603,0.8580750407830342,0.9171752397558849
22,0.11944292039215894,0.2346375435590744,0.9868173258003766,0.8548123980424144,0.916083916083916
23,0.10371401089168593,0.23351146280765533,0.9850187265917603,0.8580750407830342,0.9171752397558849
24,0.11122289584777983,0.2041391134262085,0.9767441860465116,0.8907014681892332,0.931740614334471
25,0.1048604128272778,0.25238192081451416,0.9904214559386973,0.8433931484502447,0.9110132158590308
26,0.11067514502388942,0.23026365041732788,0.9816176470588235,0.8711256117455138,0.9230769230769231
27,0.1087546745079918,0.23878474533557892,0.983177570093458,0.8580750407830342,0.9163763066202091
28,0.11059577295416609,0.2609604299068451,0.9849056603773585,0.8515497553017944,0.9133858267716536
29,0.1073990342887748,0.22762389481067657,0.9762340036563071,0.8711256117455138,0.9206896551724137
30,0.10172590447267191,0.25261253118515015,0.9849340866290018,0.8531810766721044,0.9143356643356644
31,0.1047858671773583,0.2373986393213272,0.9851301115241635,0.8646003262642741,0.9209383145091226
32,0.09920146955398418,0.23904022574424744,0.9832402234636871,0.8613376835236541,0.9182608695652174
33,0.09967579264990682,0.2112731784582138,0.9783783783783784,0.8858075040783034,0.9297945205479452
34,0.09298944934789234,0.232571542263031,0.9814814814814815,0.8646003262642741,0.9193408499566349
