epoch,train_loss,val_loss,precision_0_5,recall_0_5,f1_0_5
1,0.6561930732293563,0.5510346293449402,0.9180327868852459,0.6787878787878788,0.7804878048780488
2,0.45949786738915877,0.46911323070526123,0.8982035928143712,0.9090909090909091,0.9036144578313253
3,0.3821264516223561,0.404312402009964,0.9415584415584416,0.8787878787878788,0.9090909090909091
4,0.3244649724526839,0.3866625428199768,0.9316770186335404,0.9090909090909091,0.9202453987730062
5,0.3008066629821604,0.3670308589935303,0.9411764705882353,0.8727272727272727,0.9056603773584906
6,0.279448909109289,0.3721771836280823,0.9320987654320988,0.9151515151515152,0.9235474006116208
7,0.2719747323881496,0.3657292425632477,0.9325153374233128,0.9212121212121213,0.926829268292683
8,0.25495746623386034,0.3360646665096283,0.935064935064935,0.8727272727272727,0.9028213166144201
9,0.25374754992398346,0.3579820692539215,0.9325153374233128,0.9212121212121213,0.926829268292683
10,0.23662272041494195,0.3698869049549103,0.9226190476190477,0.9393939393939394,0.9309309309309309
11,0.22484754080122168,0.378306120634079,0.9122807017543859,0.9454545454545454,0.9285714285714286
12,0.22515193657441573,0.3327193856239319,0.9358974358974359,0.8848484848484849,0.9096573208722741
13,0.20989816947416826,0.3519211411476135,0.9166666666666666,0.9333333333333333,0.924924924924925
14,0.20742403864860534,0.39371609687805176,0.9034090909090909,0.9636363636363636,0.9325513196480938
15,0.2199916211041537,0.32846009731292725,0.9354838709677419,0.8787878787878788,0.90625
16,0.1993910545652563,0.38380688428878784,0.9186046511627907,0.9575757575757575,0.9376854599406528
17,0.184575123407624,0.34971606731414795,0.9171597633136095,0.9393939393939394,0.9281437125748503
18,0.18850697631185706,0.3634210526943207,0.9176470588235294,0.9454545454545454,0.9313432835820895
19,0.1861399238759821,0.3456757664680481,0.9166666666666666,0.9333333333333333,0.924924924924925
20,0.16721303733912382,0.3622135519981384,0.9176470588235294,0.9454545454545454,0.9313432835820895
21,0.18021746684204448,0.36523422598838806,0.9166666666666666,0.9333333333333333,0.924924924924925
22,0.17466174364089965,0.34805142879486084,0.9161676646706587,0.9272727272727272,0.9216867469879518
23,0.1740537310188467,0.3974571228027344,0.9190751445086706,0.9636363636363636,0.9408284023668639
24,0.15745171850377862,0.3611401915550232,0.9171597633136095,0.9393939393939394,0.9281437125748503
25,0.16599825647744265,0.38012585043907166,0.9132947976878613,0.9575757575757575,0.9349112426035503
26,0.1627603763883764,0.38060975074768066,0.9132947976878613,0.9575757575757575,0.9349112426035503
27,0.15646142146804115,0.36620527505874634,0.9181286549707602,0.9515151515151515,0.9345238095238095
28,0.15499119758605956,0.37176886200904846,0.9127906976744186,0.9515151515151515,0.9317507418397626
29,0.1544776060364463,0.3439392149448395,0.9171597633136095,0.9393939393939394,0.9281437125748503
30,0.15173606357791208,0.40213581919670105,0.9142857142857143,0.9696969696969697,0.9411764705882353
