epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,3611.77,1.78676,1.62684,0.0078,0.52784,0.54956,0.52548,0.26664,1.88104,1.62336,0.01005,0.00098525,0.00098525,0.00098525
43,3679.83,1.77115,1.67482,0.00822,0.57145,0.48319,0.54841,0.28341,1.82359,1.54805,0.00966,0.0009605,0.0009605,0.0009605
44,3746.25,1.72539,1.58386,0.00816,0.58453,0.48739,0.54324,0.28882,1.78971,1.64959,0.0091,0.00093575,0.00093575,0.00093575
45,3812.52,1.67695,1.59836,0.00732,0.549,0.56262,0.56043,0.30748,1.75916,1.62578,0.00942,0.000911,0.000911,0.000911
46,3878.84,1.71525,1.56483,0.00804,0.67099,0.48319,0.55786,0.29947,1.81724,1.59061,0.00934,0.00088625,0.00088625,0.00088625
47,3945.23,1.74249,1.60979,0.00745,0.54738,0.48274,0.51566,0.26133,1.79764,1.69907,0.00907,0.0008615,0.0008615,0.0008615
48,4011.24,1.68195,1.56518,0.00755,0.52336,0.5084,0.53634,0.28758,1.80788,1.5768,0.00958,0.00083675,0.00083675,0.00083675
49,4077.71,1.72385,1.55649,0.00796,0.61193,0.46379,0.53894,0.29797,1.72721,1.52721,0.00884,0.000812,0.000812,0.000812
50,4143.66,1.66448,1.52347,0.00763,0.60618,0.54622,0.57453,0.29197,1.80554,1.57926,0.00948,0.00078725,0.00078725,0.00078725
51,4209.07,1.66678,1.49492,0.0077,0.62532,0.5042,0.53452,0.29125,1.7957,1.81833,0.00948,0.0007625,0.0007625,0.0007625
52,4274.8,1.69885,1.57461,0.00782,0.5654,0.50836,0.54288,0.2979,1.75967,1.65488,0.00946,0.00073775,0.00073775,0.00073775
53,4339.95,1.62414,1.39924,0.00735,0.58532,0.56723,0.56508,0.30865,1.73218,1.56446,0.00859,0.000713,0.000713,0.000713
54,4406.28,1.64216,1.43036,0.00718,0.61227,0.52521,0.57365,0.31317,1.69047,1.52448,0.00911,0.00068825,0.00068825,0.00068825
55,4472.29,1.63746,1.44506,0.00771,0.60329,0.51756,0.57696,0.32037,1.69608,1.56277,0.00871,0.0006635,0.0006635,0.0006635
56,4537.48,1.6192,1.40374,0.00744,0.60503,0.53782,0.59762,0.33543,1.69423,1.4709,0.00875,0.00063875,0.00063875,0.00063875
57,4603.42,1.62336,1.38963,0.00681,0.5798,0.60924,0.57945,0.32031,1.72672,1.55171,0.00914,0.000614,0.000614,0.000614
58,4669.05,1.57299,1.35592,0.00721,0.67439,0.5042,0.57058,0.31558,1.7259,1.51221,0.0092,0.00058925,0.00058925,0.00058925
59,4735.04,1.58763,1.33863,0.00732,0.64984,0.54202,0.57958,0.32658,1.70993,1.48543,0.00901,0.0005645,0.0005645,0.0005645
60,4800.19,1.57654,1.31117,0.00706,0.64379,0.55435,0.59951,0.31903,1.74565,1.4824,0.00937,0.00053975,0.00053975,0.00053975
61,4865.83,1.57198,1.37818,0.00727,0.67395,0.54202,0.58216,0.31527,1.76982,1.49025,0.00911,0.000515,0.000515,0.000515
62,4931.67,1.57684,1.3564,0.00708,0.54391,0.56622,0.5629,0.31494,1.71167,1.55856,0.00904,0.00049025,0.00049025,0.00049025
63,4998.07,1.54456,1.35518,0.00712,0.60077,0.57563,0.60151,0.33416,1.65573,1.45904,0.0085,0.0004655,0.0004655,0.0004655
64,5065.02,1.54249,1.27242,0.00687,0.6543,0.57983,0.59693,0.33304,1.66539,1.50888,0.00846,0.00044075,0.00044075,0.00044075
65,5130.65,1.54803,1.30083,0.00742,0.66789,0.53361,0.59377,0.32725,1.70891,1.51626,0.00902,0.000416,0.000416,0.000416
66,5196.95,1.5331,1.25676,0.00694,0.58235,0.58824,0.5884,0.32571,1.71235,1.47285,0.00867,0.00039125,0.00039125,0.00039125
67,5263.36,1.5317,1.27769,0.00694,0.64177,0.55462,0.58868,0.32931,1.69065,1.55321,0.00913,0.0003665,0.0003665,0.0003665
68,5329.39,1.48213,1.26689,0.00679,0.63675,0.5745,0.59806,0.33973,1.66892,1.46617,0.00881,0.00034175,0.00034175,0.00034175
69,5395.83,1.50893,1.25659,0.00648,0.73695,0.5,0.60027,0.34499,1.64091,1.54803,0.00857,0.000317,0.000317,0.000317
70,5462.65,1.51682,1.21681,0.00672,0.63067,0.57399,0.60997,0.31954,1.69265,1.52239,0.0086,0.00029225,0.00029225,0.00029225
71,5522.77,1.48296,1.11138,0.00688,0.64341,0.58377,0.59616,0.31491,1.74518,1.4925,0.00883,0.0002675,0.0002675,0.0002675
72,5583.26,1.38269,1.03425,0.0069,0.62055,0.55462,0.59196,0.33736,1.68347,1.50429,0.009,0.00024275,0.00024275,0.00024275
73,5644.11,1.41103,1.02087,0.00691,0.59666,0.59669,0.60244,0.32383,1.70727,1.5154,0.00905,0.000218,0.000218,0.000218
74,5704.53,1.39771,0.98888,0.00686,0.56045,0.56303,0.56179,0.30663,1.70986,1.52581,0.00912,0.00019325,0.00019325,0.00019325
75,5765.96,1.39279,1.01693,0.00712,0.62077,0.52959,0.58826,0.33453,1.67776,1.49891,0.00856,0.0001685,0.0001685,0.0001685
76,5826.79,1.38838,0.96918,0.0066,0.67476,0.51681,0.59329,0.33031,1.71993,1.4567,0.00906,0.00014375,0.00014375,0.00014375
77,5887.55,1.35689,0.97373,0.00666,0.66358,0.51261,0.58789,0.33077,1.71166,1.46672,0.00911,0.000119,0.000119,0.000119
78,5948.38,1.36173,0.98676,0.00711,0.63552,0.53361,0.58408,0.32758,1.69738,1.47431,0.00892,9.425e-05,9.425e-05,9.425e-05
79,6008.87,1.34153,0.94051,0.00642,0.63599,0.54622,0.59477,0.32622,1.71149,1.47376,0.00896,6.95e-05,6.95e-05,6.95e-05
80,6070.48,1.36926,0.95094,0.00618,0.62152,0.54508,0.59353,0.32586,1.70609,1.50128,0.00896,4.475e-05,4.475e-05,4.475e-05
