epoch,train_loss,val_loss,precision_0_5,recall_0_5,f1_0_5
1,0.6749286550847029,0.7656480073928833,0.9583333333333334,0.3791208791208791,0.5433070866141733
2,0.53375088809896,0.8484362363815308,0.96875,0.34065934065934067,0.5040650406504065
3,0.4275088282061853,0.6271443963050842,0.96875,0.510989010989011,0.6690647482014388
4,0.36057825749446465,0.6256532073020935,0.970873786407767,0.5494505494505495,0.7017543859649122
5,0.34031667545395117,0.5970925688743591,0.9732142857142857,0.5989010989010989,0.7414965986394558
6,0.30409686391196483,0.5625214576721191,0.9743589743589743,0.6263736263736264,0.7625418060200669
7,0.28387469044729086,0.5449716448783875,0.9752066115702479,0.6483516483516484,0.7788778877887789
8,0.26974301061520944,0.5513092279434204,0.975,0.6428571428571429,0.7748344370860927
9,0.2570802782019093,0.5570891499519348,0.975,0.6428571428571429,0.7748344370860927
10,0.2427668899810075,0.5394629240036011,0.975609756097561,0.6593406593406593,0.7868852459016393
11,0.24269404691406513,0.5318970680236816,0.968,0.6648351648351648,0.7882736156351792
12,0.22953739869048057,0.5909309387207031,0.9741379310344828,0.6208791208791209,0.7583892617449665
13,0.2189704601607555,0.5034036636352539,0.9696969696969697,0.7032967032967034,0.8152866242038217
14,0.21481051396333045,0.5473122000694275,0.9682539682539683,0.6703296703296703,0.7922077922077922
15,0.2060789981680818,0.5308453440666199,0.9692307692307692,0.6923076923076923,0.8076923076923077
16,0.21493332203274812,0.626843273639679,0.9732142857142857,0.5989010989010989,0.7414965986394558
17,0.19748726978172204,0.5253849625587463,0.9703703703703703,0.7197802197802198,0.8264984227129337
18,0.19355912775569795,0.5879741311073303,0.9669421487603306,0.6428571428571429,0.7722772277227723
19,0.19374149239336522,0.5394840836524963,0.9696969696969697,0.7032967032967034,0.8152866242038217
20,0.17871126011654437,0.5582737326622009,0.9682539682539683,0.6703296703296703,0.7922077922077922
21,0.18300279496733984,0.5705998539924622,0.9682539682539683,0.6703296703296703,0.7922077922077922
22,0.1820671336784062,0.5757038593292236,0.968,0.6648351648351648,0.7882736156351792
23,0.16378908743147863,0.6143633127212524,0.9669421487603306,0.6428571428571429,0.7722772277227723
24,0.17018136740755557,0.5133988857269287,0.9705882352941176,0.7252747252747253,0.8301886792452831
25,0.15360324776445897,0.5658227205276489,0.968,0.6648351648351648,0.7882736156351792
26,0.15212751643193143,0.519700825214386,0.9701492537313433,0.7142857142857143,0.8227848101265823
27,0.16493325349594598,0.5896661877632141,0.967741935483871,0.6593406593406593,0.7843137254901961
28,0.1621330583249259,0.527583122253418,0.9701492537313433,0.7142857142857143,0.8227848101265823
